Participant,Temperature,Duration,Location
17,9,1.0,0.25
17,0,0.5,0.75
17,6,0.1,1.0
17,-12,1.5,0.75
17,0,0.1,0.75
17,-15,1.0,0.5
17,9,2.0,0.75
17,0,2.0,0.5
17,0,1.5,0.75
17,6,0.5,0.0
17,-12,0.5,0.25
17,-15,0.5,1.0
17,0,2.0,0.75
17,6,0.5,0.25
17,-12,0.5,0.25
17,0,1.0,0.0
17,-12,0.1,0.75
17,-12,0.5,0.5
17,-12,1.0,1.0
17,9,0.1,0.0
17,-15,0.5,0.0
17,-12,2.0,1.0
17,-15,1.0,1.0
17,6,1.5,0.25
17,-12,2.0,0.25
17,0,2.0,1.0
17,-12,2.0,0.0
17,0,1.5,0.0
17,0,0.1,0.0
17,-12,0.5,0.75
17,-15,1.5,1.0
17,-15,1.5,0.0
17,6,1.0,0.75
17,-15,0.1,0.0
17,9,1.0,0.0
17,-15,1.0,0.0
17,9,2.0,0.25
17,0,0.5,0.0
17,0,2.0,0.25
17,-15,0.1,0.5
17,-15,1.0,0.25
17,6,0.1,0.75
17,9,2.0,0.25
17,-12,0.5,0.0
17,-15,0.5,0.0
17,9,2.0,1.0
17,9,0.1,0.25
17,9,1.5,0.5
17,-15,2.0,1.0
17,9,0.1,0.75
17,-15,1.5,0.5
17,-12,1.0,0.75
17,0,1.0,0.5
17,0,0.5,0.25
17,-15,0.5,0.75
17,9,1.5,0.5
17,0,2.0,0.75
17,-12,1.0,0.0
17,9,1.0,0.0
17,6,0.1,0.0
17,-12,2.0,0.25
17,0,0.1,0.0
17,6,0.5,0.75
17,6,1.0,0.75
17,-15,2.0,0.5
17,-12,0.1,0.5
17,9,0.5,1.0
17,-15,2.0,1.0
17,9,0.5,0.5
17,-12,1.5,0.5
17,6,1.0,0.0
17,-12,1.5,0.5
17,-12,0.1,0.0
17,-15,2.0,0.5
17,-15,2.0,0.75
17,0,2.0,1.0
17,6,0.1,0.75
17,6,2.0,0.5
17,9,2.0,0.75
17,0,0.5,0.25
17,-15,0.1,0.0
17,0,0.1,1.0
17,0,1.5,0.25
17,9,1.5,0.0
17,0,0.1,0.25
17,0,0.1,0.75
17,9,1.5,1.0
17,6,0.5,0.5
17,6,1.0,0.5
17,6,2.0,0.25
17,-12,2.0,0.5
17,0,2.0,0.25
17,0,1.5,1.0
17,-12,2.0,0.0
17,-15,1.0,0.0
17,9,1.0,0.75
17,-12,0.1,1.0
17,-15,0.5,0.75
17,9,0.5,0.25
17,6,1.5,0.0
17,6,2.0,0.25
17,6,0.1,1.0
17,0,0.5,0.75
17,-12,0.5,0.5
17,-15,2.0,0.25
17,6,2.0,0.75
17,9,0.5,0.0
17,-15,0.1,0.25
17,-12,1.5,0.0
17,-12,0.5,1.0
17,0,1.0,0.25
17,0,1.0,0.75
17,0,0.1,0.5
17,9,2.0,0.0
17,6,1.5,1.0
17,6,1.5,0.5
17,9,1.0,0.25
17,6,0.1,0.0
17,6,2.0,1.0
17,6,1.5,1.0
17,9,0.5,0.75
17,6,1.0,0.5
17,-12,1.5,0.75
17,6,1.5,0.0
17,0,1.0,1.0
17,-15,2.0,0.0
17,9,1.0,0.75
17,-12,0.1,0.75
17,0,0.1,0.5
17,-12,0.1,0.25
17,-12,0.1,0.5
17,9,2.0,1.0
17,9,0.1,1.0
17,0,1.5,0.75
17,9,0.5,0.25
17,0,0.5,0.5
17,-12,1.0,0.5
17,0,1.0,0.25
17,-12,1.0,1.0
17,-15,0.1,1.0
17,9,2.0,0.0
17,-12,0.5,0.75
17,0,0.1,0.25
17,6,2.0,0.0
17,-15,0.1,0.75
17,0,2.0,0.5
17,-12,2.0,0.75
17,6,2.0,0.75
17,-12,2.0,0.75
17,6,0.5,0.0
17,-15,1.5,0.0
17,6,0.1,0.5
17,-15,2.0,0.25
17,-15,1.5,0.5
17,6,1.5,0.5
17,9,0.5,0.75
17,-15,0.1,0.75
17,-12,0.1,1.0
17,-15,1.5,0.75
17,0,1.0,0.75
17,6,0.5,0.75
17,-15,0.5,0.5
